d,N,seed,eps_p,conversion,sigma,T_priv,T_needed,T_acc_calibrated,capped_at_Tmax,round_used,measured_gap_cumavg,V_ind_theory,gap_over_theory_ratio,theorem2_predicted_feasible,empirically_feasible,degenerate_zero_rounds,frac_updates_clipped
10,10000,0,16.0,basic,11.178103595869919,857.3239578072137,1714.6479156144273,0.018021596001236217,True,149,0.5011114552391261,0.25000000000000006,2.004445820956504,True,False,False,0.8863
10,10000,0,16.0,pathA,11.178103595869919,951.2538792292835,1902.507758458567,0.018021596001236217,True,149,0.5011114552391261,0.25000000000000006,2.004445820956504,True,False,False,0.8863
10,10000,1,2.0,basic,11.178103595869919,20.003339299135874,40.00667859827175,0.018021596001236217,False,40,0.6012805685133308,0.25000000000000006,2.4051222740533227,True,False,False,0.8876
10,10000,1,2.0,pathA,11.178103595869919,27.05322580488223,54.10645160976446,0.018021596001236217,False,54,0.6016923213239911,0.25000000000000006,2.406769285295964,True,False,False,0.8876
10,10000,1,4.0,basic,11.178103595869919,74.38323270149677,148.76646540299353,0.018021596001236217,False,149,0.5733445765009997,0.25000000000000006,2.2933783060039983,True,False,False,0.8876
10,10000,1,4.0,pathA,11.178103595869919,93.24859148681935,186.4971829736387,0.018021596001236217,True,149,0.5733445765009997,0.25000000000000006,2.2933783060039983,True,False,False,0.8876
10,10000,1,8.0,basic,11.178103595869919,262.1791366857069,524.3582733714138,0.018021596001236217,True,149,0.5733445765009997,0.25000000000000006,2.2933783060039983,True,False,False,0.8876
10,10000,1,8.0,pathA,11.178103595869919,307.3050795682466,614.6101591364932,0.018021596001236217,True,149,0.5733445765009997,0.25000000000000006,2.2933783060039983,True,False,False,0.8876
10,10000,1,16.0,basic,11.178103595869919,857.3239578072137,1714.6479156144273,0.018021596001236217,True,149,0.5733445765009997,0.25000000000000006,2.2933783060039983,True,False,False,0.8876
10,10000,1,16.0,pathA,11.178103595869919,951.2538792292835,1902.507758458567,0.018021596001236217,True,149,0.5733445765009997,0.25000000000000006,2.2933783060039983,True,False,False,0.8876
10,20000,0,2.0,basic,15.809807082946964,40.01468313580641,80.02936627161282,0.018021596001236217,False,80,0.5867815606099434,0.25,2.3471262424397734,True,False,False,0.8759
10,20000,0,2.0,pathA,15.809807082946964,54.117309485941405,108.23461897188281,0.018021596001236217,False,108,0.6065813248546567,0.25,2.4263252994186266,True,False,False,0.8759
10,20000,0,4.0,basic,15.809807082946964,148.79623060215377,297.59246120430754,0.018021596001236217,True,149,0.5719151578807861,0.25,2.2876606315231443,True,False,False,0.8759
10,20000,0,4.0,pathA,15.809807082946964,186.5345526201072,373.0691052402144,0.018021596001236217,True,149,0.5719151578807861,0.25,2.2876606315231443,True,False,False,0.8759
